index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
3799	main-news	MSRpar	2012train	0431	none	none	Mr Alibek said: "Our outcomes are very encouraging.	"Our outcomes are very encouraging," George Mason researcher Ken Alibek said.	3.800
3800	main-news	MSRpar	2012train	0439	none	none	She survives him as do their four children -- sons Anthony and Kelly, daughters Linda Hope and Nora Somers -- and four grandchildren.	Hope is survived by his wife; sons Anthony and Kelly; daughters Linda and Nora Somers; and four grandchildren.	3.800
3801	main-news	MSRpar	2012train	0456	none	none	And when asked if he felt regret or guilt about the attack his answer was an adamant "no".	Asked if he felt any regret about theOctober 12 attack, the answer was an adamant "no".	3.800
3802	main-news	MSRpar	2012train	0460	none	none	Douglas Robinson, a senior vice president of finance, will take over as chief financial officer on an interim basis.	Douglas Robinson, CA senior vice president, finance, will fill the position in the interim.	3.800
3803	main-news	MSRpar	2012train	0495	none	none	Her lawyer Donald Levine told The Telegraph she had been offered $US250,000 to tell her story exclusively to Australian TV.	Mr Levine said she had been offered $400,000 to tell her story to an Australian TV network.	3.750
3804	main-news	MSRpar	2012train	0496	none	none	Perry has called lawmakers into two special sessions to address congressional redistricting.	Perry has since called two special legislative sessions to try force the redistricting plan through.	3.750
3805	main-news	MSRpar	2012train	0501	none	none	Negotiators said Friday they made good progress during their latest round of talks on creating a Central American Free Trade Agreement.	Negotiators said Friday they made progress during their latest round of free-trade negotiations between the United States and five Central American countries this week in Houston.	3.750
3806	main-news	MSRpar	2012train	0502	none	none	"It's very difficult to do large syndicated loans in Japan," where there is a lack of expertise, says one banker.	"It is very difficult to do large syndicated loans in Japan," says one banker.	3.800
3807	main-news	MSRpar	2012train	0513	none	none	Veteran entertainer Bob Hope celebrates his 100th birthday - and many years in showbusiness - on Thursday.	Hollywood and the world are gearing up to celebrate legendary entertainer Bob Hope's 100th birthday on Thursday.	3.750
3808	main-news	MSRpar	2012train	0534	none	none	According to a news release sent by the Terry Schindler-Schiavo Foundation, Florida Speaker Johnnie Byrd will introduce "Terri's Bill" during the special session Monday.	Florida's Speaker of the House Johnnie Byrd, is expected to introduce ''Terri's Bill'' during a one-day special session of the state legislature being held today in Tallahassee.	3.750
3809	main-news	MSRpar	2012train	0535	none	none	Also, businesses throughout Utah are volunteering to display Amber alerts on their signs.	Other businesses are volunteering to put the alerts on their electronic signs and billboards.	3.750
3810	main-news	MSRpar	2012train	0557	none	none	"Enron company executives engaged in widespread and pervasive fraud," prosecutor Samuel Buell told the Associated Press.	"Enron company executives engaged in widespread and pervasive fraud to manipulate the company's earnings results," Buell said.	3.750
3811	main-news	MSRpar	2012train	0560	none	none	Results of the 2001 Aboriginal Peoples Survey released yesterday by Statistics Canada suggest living standards have improved but still lag for those off reserves.	The 2001 Aboriginal Peoples Survey released Wednesday by Statistics Canada says living standards have improved but still lag for the Inuit and those who leave their often impoverished reserves.	3.909
3812	main-news	MSRpar	2012train	0561	none	none	"The recent turnaround in the stock market and an easing in unemployment claims should keep consumer expectations at current levels and may signal more favorable economic times ahead."	The recent turnaround in the stock market and an easing in unemployment claims "may signal more favorable economic times ahead," she said.	3.933
3813	main-news	MSRpar	2012train	0562	none	none	While the day's trading was lackluster, the Standard & Poor's 500 index was preparing to close out its best three-month period since the fourth quarter of 1998.	The Standard & Poor's 500 stock index ended the quarter up 120 points, a gain of 14 percent, the best performance for that broad market benchmark since 1998.	3.750
3814	main-news	MSRpar	2012train	0573	none	none	For the 12-month period ending June 30, high-speed lines installed in homes and businesses increased by 45 percent.	For the full year period ending June 30, 2003, high-speed lines increased by 45 percent.	3.857
3815	main-news	MSRpar	2012train	0581	none	none	Dubbed Project Mad Hatter, the Linux-based desktop is being promoted by Sun as a more secure and less expensive alternative to Windows.	Designed to compete with Microsoft Corp., Project Mad Hatter is being positioned by Sun as a cheaper, secure alternative desktop operating system to Microsoft's various desktop offerings.	3.800
3816	main-news	MSRpar	2012train	0592	none	none	In the latest top-level shuffle at CNN, Teya Ryan is leaving her post as general manager of U.S. programming, the network announced.	In CNN's latest move to rejuvenate ratings, the network has ousted Teya Ryan, general manager of U.S. programming.	3.769
3817	main-news	MSRpar	2012train	0628	none	none	Among the workers, the researchers found short workers had worse hearing than expected for their age.	"Short workers had worse hearing than expected by age -- three times more often than taller workers," writes Barrenas.	3.800
3818	main-news	MSRpar	2012train	0630	none	none	Until now, sales of the entertainment-oriented PCs have been limited to the United States, Canada and Korea.	The computers are currently sold in Canada, the United States, and Korea.	3.750
3819	main-news	MSRpar	2012train	0661	none	none	Among those waiting a turn was Jodie Singer, a sixth-grader from Washington, D.C.	Jodie Singer, a sixth-grader from Washington, D.C., anxiously awaited her turn at the microphone.	3.750
3820	main-news	MSRpar	2012train	0664	none	none	A few miles further east is Tehuacan, where corn may first have been domesticated 4,000 years ago.	A few miles west are the pyramids of Teotihuacan, where corn may first have been domesticated 4,000 years ago.	3.750
3821	main-news	MSRpar	2012train	0682	none	none	Richard Grasso quit as chairman last week after losing the support of his board amid public furor over his $140 million pay package.	Grasso quit last week in the wake of a firestorm of criticism over his $140 million compensation package.	3.800
3822	main-news	MSRpar	2012train	0692	none	none	Besides battling its sales slump, Siebel also has been sparring with some investors upset about huge stock option windfalls company managers have pocketed.	Besides a sales slump, Siebel is sparring with some shareholders over management stock option windfalls.	3.800
3823	main-news	MSRpar	2012train	0702	none	none	Dotson told FBI agents that he shot Dennehy after the player tried to shoot him, according to the arrest warrant affidavit.	Dotson was arrested July 21 after telling FBI agents he shot Dennehy when Dennehy tried to shoot him, according to the arrest warrant affidavit.	3.800
3824	main-news	MSRpar	2012train	0719	none	none	Semiconductor giant Intel Corp. said yesterday that its second-quarter profits doubled from a year ago as stronger-than-expected demand for computer microprocessors offset the weakness of its communications chip business.	Intel Corp.'s second-quarter profits doubled and revenues grew 8 percent from a year ago as the chip-making giant reported stronger-than-expected demand for personal computer microprocessors.	3.800
3825	main-news	deft-news	2014	0013	none	none	brazilian police surrounding slums north of rio de janeiro to rid them of violent drug traffickers.	the police officers surrounded the slums north of rio de janeiro to rid them of violent drug traffickers and seize weapons and drugs.	3.8
3826	main-news	deft-news	2014	0017	none	none	switzerland's trade and diplomatic relations with iran have been criticized in recent months after foreign minister micheline calmy-rey traveled to tehran in march 2008 to sign a deal with iran's state gas firm.	switzerland's trade and diplomatic relations with the islamic republic have been criticized in recent months after foreign minister micheline calmy-rey traveled to tehran in march 2008 to sign a gas deal.	3.8
3827	main-news	deft-news	2014	0028	none	none	nato regrets russia's decision to suspend participation in the cfe.	russia's decision to suspend participation in the cfe is a step in the wrong direction.	3.8
3828	main-news	deft-news	2014	0032	none	none	the legislation is the most recent effort by japan to ascribe more freedom to its tightly controlled military and would overturn a ban on the military use of space.	the legislation is the most recent effort by japan to ascribe more freedom to the tightly controlled military technically known as a self-defense force.	3.8
3829	main-news	deft-news	2014	0041	none	none	beijing police apprehend more than 20 people including 8 foreigners in suspicion of using and trafficking drugs in 2 pubs in a popular downtown area.	beijing police apprehended more than 20 people in suspicion of using and trafficking drugs in 2 downtown bars.	3.8
3830	main-news	deft-news	2014	0055	none	none	kim myong-chol warned that if there was an interdiction of north korean vessels the north korean government would retaliate with a nuclear missile attack on major cities such as new york and washington.	kim myong-chol stated that north korea would retaliate with a nuclear missile attack on major cities such as new york and washington dc.	3.8
3831	main-news	deft-news	2014	0056	none	none	iran is the most prolific applier of the death penalty in the world after china.	the islamic republic is the most prolific applier of the death penalty in the world after china.	3.8
3832	main-news	deft-news	2014	0065	none	none	iran is the most prolific applier of the death penalty in the world after china.	the islamic republic is the most prolific applier of the death penalty in the world after china.	3.8
3833	main-news	deft-news	2014	0080	none	none	restraining extremist groups is becoming increasingly difficult because of how the groups are financed.	bruguiere stated-- restraining extremist groups particularly across europe was becoming increasingly difficult because of how the groups are financed.	3.8
3834	main-news	deft-news	2014	0091	none	none	additional individuals and entities are subject to an assets freeze.	the resolution includes a broadened list of individuals and entities subject to an assets freeze.	3.8
3835	main-news	deft-news	2014	0114	none	none	estonian officials stated that some of the cyber attacks that caused estonian government websites to shut down temporarily came from computers in the administration of russia including in the office of president vladimir putin.	officials in estonia including prime minister andrus ansip have claimed that some of the cyber attacks came from russian government computers including computers in the office of russian president vladimir putin.	3.8
3836	main-news	deft-news	2014	0120	none	none	the united states and the allies of the united states believe iran is pursuing nuclear arms.	the united states and some european nations believe that iran's nuclear projects are for the purpose of making nuclear weapons.	3.8
3837	main-news	deft-news	2014	0128	none	none	myanmar's military rulers burned approximately 250 million dollars worth of illegal drugs to mark the international day against drug abuse and illicit trafficking.	myanmar's military rulers incinerated the drugs to mark the international day against drug abuse and illicit trafficking.	3.75
3838	main-news	deft-news	2014	0135	none	none	the vietnam news agency reported that the ministry of public security stated that foreigners involved in drug trafficking cases in vietnam came mostly from laos, cambodia, australia, china, the united states and taiwan.	the vietnam news agency reported that the ministry of public security stated that police admitted that drug trafficking into vietnam is increasing but actions to prevent and stop the drug trafficking along the borders remained limited.	3.8
3839	main-news	deft-news	2014	0138	none	none	the cfe limits the use of armed forces and heavy weaponry and prescribes measures aimed at confidence-building, transparency and cooperation between member states.	the treaty limits deployments of tanks and troops in nato and former easter european warsaw pact countries and establishes confidence-building, transparency and cooperation measures between member	3.8
3840	main-news	deft-news	2014	0144	none	none	nicaragua commemorated the 25th anniversary of the sandinista revolution that toppled the dictatorship of anastasio somoza but imposed a cuban-style leftist regime.	nicaragua commemorated the 25th anniversary of the sandinista revolution.	3.8
3841	main-news	deft-news	2014	0171	none	none	amnesty international has published a report stating that an indian project to sell attack helicopters to myanmar threatens a european union arms embargo against myanmar.	the amnesty international report was titled indian helicopters for myanmar: making a mockery of the eu arms embargo?	3.8
3842	main-news	deft-news	2014	0202	none	none	the afghanistan-iran border region has been the scene of frequent clashes between police and drug smugglers.	the area near town of mirjaveh has been the scene of frequent conflicts between iranian police and drug smugglers.	3.8
3843	main-news	deft-news	2014	0232	none	none	the cyber attack occurred after the french president sarkozy's meeting with the dalai lama angered the chinese government.	the cyber attack occurred after french president nicolas sarkozy's meeting with exiled tibetan spiritual leader the dalai lama.	3.8
3844	main-news	deft-news	2014	0233	none	none	the south african government imposed a ban that prohibits the recruitment of people inside or outside of south africa for mercenary or foreign military assistance.	south africa's foreign ministry stated that south africa's foreign military assistance act prohibits the recruitment of people inside or outside of south africa for mercenary or foreign military assistance.	3.8
3845	main-news	deft-news	2014	0296	none	none	iguaran stated that the detainees will be accused of homicide, criminal collaboration, kidnappings and the funding of terrorism.	iguaran stated that the detainees were also involved in the murders of police members of an anti-kidnapping group.	3.8
3846	main-news	headlines	2013	0003	none	none	NATO Soldier Killed In Afghan Attack	NATO soldier killed in S. Afghanistan	3.8
3847	main-news	headlines	2013	0006	none	none	Eye Opener: Supreme Court rules on Arizona immigration law	U.S. Supreme Court issues split ruling on Arizona immigration law	3.8
3848	main-news	headlines	2013	0014	none	none	Syrian rebels move command from Turkey to Syria	Free Syrian Army moves headquarters from Turkey to Syria	3.8
3849	main-news	headlines	2013	0049	none	none	Mali's Tuareg rebels declare independence	Mali rebels declare independent 'Azawad'	3.8
3850	main-news	headlines	2013	0102	none	none	Cash-rich Apple to pay dividend, buy back shares	Apple to pay $2.65/share dividend, buy back $10B stock	3.8
3851	main-news	headlines	2013	0135	none	none	Russia, China veto UN resolution on Syria killings	Russia, China in double veto of UN Syria resolution	3.8
3852	main-news	headlines	2013	0157	none	none	Tibetan monk dies after setting himself on fire in protest against Chinese rule	Teenage Tibetan monk dies after setting himself on fire in China	3.8
3853	main-news	headlines	2013	0159	none	none	Man, 19, quizzed over teen murder	Man quizzed over Megan-Leigh murder	3.8
3854	main-news	headlines	2013	0173	none	none	Boris Johnson re-elected London mayor	Johnson re-elected London mayor	3.8
3855	main-news	headlines	2013	0192	none	none	Romney wins Maine Republican caucuses	Romney, in comeback, has narrow Maine caucus win	3.8
3856	main-news	headlines	2013	0193	none	none	Court in Bahrain rejects medics' last rally appeal	Bahrain rejects activists' appeal	3.8
3857	main-news	headlines	2013	0224	none	none	Thousands more Syrian refugees flee to Turkey overnight	8,000 Syrian refugees flee to Turkey overnight	3.8
3858	main-news	headlines	2013	0239	none	none	Strauss-Kahn investigated in French prostitution ring	Dominique Strauss-Kahn faces questions over French prostitution ring	3.8
3859	main-news	headlines	2013	0260	none	none	Afghan parliament approves U.S.-Afghan security pact	Afghan parliament approves U.S. partnership	3.8
3860	main-news	headlines	2013	0277	none	none	Warship sets sail for Falklands	British Warship Sets Sail for Falklands	3.8
3861	main-news	headlines	2013	0320	none	none	Israel among top arms exporters in world: report	Israel among top arms exporters and importers	3.8
3862	main-news	headlines	2013	0339	none	none	Minn. terminal reopens after evacuation	Minn. Terminal Reopens After Bag Causes Evacuation	3.8
3863	main-news	headlines	2013	0348	none	none	Putin Declares Victory In Russian Presidential Vote	Putin 'wins' Russia's presidential election	3.8
3864	main-news	headlines	2013	0352	none	none	More than 30 striking miners killed	More than 30 striking miners killed in South Africa	3.8
3865	main-news	headlines	2013	0361	none	none	Sectarian clashes rock Lebanese city of Tripoli	Sectarian clashes rock Lebanese city, 3 killed	3.8
3866	main-news	headlines	2013	0376	none	none	Jaya Prada all set to join BJP	Jaya Prada likely to join BJP, Amar Singh to decide for her	3.8
3867	main-news	headlines	2013	0404	none	none	Ecuador President Correa says no decision made on Assange asylum	Ecuador yet to decide on Assange's asylum	3.8
3868	main-news	headlines	2013	0406	none	none	US offers US$10 mil. for Pakistan militant	US offers $10 million for Pakistani militant chief	3.8
3869	main-news	headlines	2013	0407	none	none	6 NATO troops killed in Afghanistan IED attack	6 NATO troops killed in Afghanistan	3.8
3870	main-news	headlines	2013	0410	none	none	JetBlue pilot who disrupted flight declared insane, not guilty	JetBlue pilot who caused disruption on flight not guilty	3.8
3871	main-news	headlines	2013	0466	none	none	House-Senate deal reached on payroll tax measure	Negotiators reach deal on Congress payroll tax cut bill	3.8
3872	main-news	headlines	2013	0482	none	none	Microsoft's Surface a big bet on future: Analysts	Microsoft's Surface tablet promising, but questions remain	3.8
3873	main-news	headlines	2013	0484	none	none	Mauritanian president shot by army unit	Mauritanian president shot at	3.8
3874	main-news	headlines	2013	0487	none	none	U.S. drone strike kills 10 in northwest Pakistan	US drone in Pakistan kills 10 suspected militants	3.8
3875	main-news	headlines	2013	0521	none	none	Indian Maoist rebels offer talks to free Italian hostages	India: Maoist rebels in talks on freeing Italians	3.8
3876	main-news	headlines	2013	0565	none	none	SpaceX docks with International Space Station: Up next, public travel?	SpaceX Dragon Docks With International Space Station	3.8
3877	main-news	headlines	2013	0582	none	none	Afghan, US govts sign deal on controversial night raid	Afghans, US sign deal on night raids	3.8
3878	main-news	headlines	2013	0590	none	none	Norway marks anniversary of massacre	Norway Marks Anniversary of Breivik's Massacre	3.8
3879	main-news	headlines	2013	0601	none	none	Anti-Putin protesters form human chain in Moscow	Anti-Putin protesters form human chain	3.8
3880	main-news	headlines	2013	0610	none	none	4 foreign soldiers killed in Afghan east	4 French Soldiers Reported Killed in Afghanistan	3.8
3881	main-news	headlines	2013	0652	none	none	US Afghanistan general linked to Petraeus scandal	Senior US general linked to Petraeus scandal	3.8
3882	main-news	headlines	2014	0014	none	none	Five killed in Belgian coach crash	Teenagers among 5 dead in Belgian bus crash	3.8
3883	main-news	headlines	2014	0046	none	none	Boeing airliner crashes in Russia, 50 killed	Boeing airliner crashes in Russian city of Kazan, 50 killed	3.8
3884	main-news	headlines	2014	0057	none	none	California wildfire: 1,900 on the lines as firefighters labor to limit damage (+video)	California wildfire grows but officials say fire crews making progress	3.8
3885	main-news	headlines	2014	0068	none	none	Egypt's main opposition rejects president's call for dialogue	Egypt opposition mulls response to Morsi dialogue call	3.8
3886	main-news	headlines	2014	0097	none	none	7.2-magnitude quake hits Pakistan: CENC	7.7-magnitude earthquake hits SW Pakistan	3.8
3887	main-news	headlines	2014	0136	none	none	Russia gives initial OK to American adoption ban	Russia gives initial approval to adoption ban	3.8
3888	main-news	headlines	2014	0196	none	none	Intel's McAfee Buys Cloud-Based, Networked Firewall Specialist Stonesoft For $389M In Cash	McAfee to acquire firewall Stonesoft for $389 million	3.8
3889	main-news	headlines	2014	0215	none	none	NM County Prepares for Same-Sex Marriages Hearing	Some county officials pave the way for same-sex marriage	3.8
3890	main-news	headlines	2014	0255	none	none	US Troops Killed in Afghan Insider Attack	NATO troops killed in Afghan 'insider attack'	3.8
3891	main-news	headlines	2014	0274	none	none	Brooks pleads not guilty to hacking charges	Brooks pleads not guilty at phone hacking hearing	3.8
3892	main-news	headlines	2014	0383	none	none	Dozens injured as Boeing 777 jet crash lands at San Francisco airport	Asiana Air Boeing 777 crash lands at San Francisco airport	3.8
3893	main-news	headlines	2014	0392	none	none	Malaysia's long-ruling coalition hangs on to power	Malaysia's ruling coalition wins majority	3.8
3894	main-news	headlines	2014	0404	none	none	Typhoon Fitow makes landfall in east China	Typhoon Fitow slams into southeastern China	3.8
3895	main-news	headlines	2014	0499	none	none	Egypt votes on new constitution	Egyptians vote on divisive constitution	3.8
3896	main-news	headlines	2014	0502	none	none	Weak earnings drag US stocks lower in early trade	Weak earnings drag stocks lower on Wall Street	3.8
3897	main-news	headlines	2014	0539	none	none	China's 1st Pilot Free Trade Zone Opens	Shanghai Free Trade Zone begins operation	3.8
3898	main-news	headlines	2014	0544	none	none	Gas cylinder blast on Pakistan school bus kills 17	Deadly Gas Cylinder Blast Hits Pakistan School Bus	3.8
3899	main-news	headlines	2014	0591	none	none	Ex-Virginia governor Bob McDonnell charged with corruption	Virginia's ex-Gov. Bob McDonnell, wife charged with corruption	3.8
3900	main-news	headlines	2014	0594	none	none	Pakistan to release most senior Afghan Taliban prisoner	Pakistan to release senior Taliban commander on Saturday	3.8
3901	main-news	headlines	2014	0647	none	none	French forces take key Mali town	French forces seize key town	3.8
3902	main-news	headlines	2014	0692	none	none	Indonesian capital prays for metro to ease traffic chaos	Jakarta prays for metro to ease traffic chaos	3.8
3903	main-news	headlines	2014	0710	none	none	TV weatherman Fred Talbot arrested over sex claims	Weatherman Fred Talbot Held Over 'Sex Abuse'	3.8
3904	main-news	headlines	2014	0719	none	none	Spanish train crash driver to be questioned	Spanish train driver Garzon to be questioned by judge	3.8
3905	main-news	headlines	2014	0730	none	none	No plan to shut petrol pumps at night Moily	India govt rejects proposal to shut petrol pumps at night	3.8
3906	main-news	headlines	2014	0731	none	none	Clinton to testify this month on Benghazi attack	Clinton returns to work, plans to testify on Benghazi attack	3.8
3907	main-news	headlines	2014	0745	none	none	Algeria hostage crisis ends; death toll unclear	Algeria hostage crisis ends in bloodbath	3.8
3908	main-news	headlines	2015	0103	none	none	Suspected U.S. drone strike kills 5 in Pakistan	U.S. drone strike kills 5 in Pakistan	3.80
3909	main-news	headlines	2015	0118	none	none	Titanic Violin Nabs Record $1.4 Million	Titanic violin sells for $1.7 million	3.80
3910	main-news	headlines	2015	0209	none	none	Afghanistan: suicide bomber kills eight in military bus blast	Roadside bomb 'kills eight Afghan soldiers'	3.80
3911	main-news	headlines	2015	0288	none	none	Australia cuts rates to record low	Australia cuts interest rate to record low 2.75%	3.80
3912	main-news	headlines	2015	0422	none	none	World powers, Iran under Rouhani revive nuclear talks	World powers seek rare progress in Iran nuclear talks	3.80
3913	main-news	headlines	2015	0460	none	none	Pro-Russians forces enter Ukrainian naval base in Crimea	Crimean forces storm Ukrainian navy headquarters	3.80
3914	main-news	headlines	2015	0478	none	none	Prince George is christened at St James's Palace	Prince George christened in London	3.80
3915	main-news	headlines	2015	0508	none	none	Hong Kong set for huge democracy rally on handover anniversary	Hong Kong set for huge democracy rally	3.80
3916	main-news	headlines	2015	0600	none	none	Tropical Storm Karen targets US Gulf Coast	Tropical Storm Karen poised to make landfall	3.80
3917	main-news	headlines	2015	0700	none	none	Manchester City wins second Premier League title in three years	Manchester City win English Premier League title	3.80
3918	main-news	headlines	2015	0718	none	none	New coronavirus can probably can be passed person to person- WHO	WHO: New virus can probably pass person to person	3.80
3919	main-news	headlines	2015	0953	none	none	Indian rape accused face verdicts	Indian rape accused found guilty	3.80
3920	main-news	headlines	2015	1016	none	none	Italian pilgrims die in bus plunge	Passengers dead in Italy bus plunge	3.80
3921	main-news	headlines	2015	1266	none	none	Israel frees second group of Palestinian prisoners	Israel releases 26 Palestinian prisoners	3.80
3922	main-news	headlines	2015	1273	none	none	'Iron Man' jetpacks spark concerns in Hawaii	'Iron Man' Jetpacks Spark Concerns	3.80
3923	main-news	headlines	2015	1335	none	none	India Minister's wife died 'unnatural death' after affair rumours	Minister's wife's death 'unnatural'	3.80
3924	main-news	headlines	2015	1404	none	none	Ehud Olmert, former Israeli prime minister, sentenced to six years in jail for corruption	Ehud Olmert sentenced to six years in Israel	3.80
3925	main-news	headlines	2015	1421	none	none	India, China ink border pact; 8 other agreements	India, China ink agreement on trans-border rivers	3.80
3926	main-captions	MSRvid	2012test	0027	none	none	Three men are playing guitars.	Three men are on stage playing guitars.	3.750
3927	main-captions	MSRvid	2012test	0305	none	none	Someone is stirring chili in a kettle.	Someone is stirring a pot of chili with a spoon.	3.800
3928	main-captions	MSRvid	2012test	0354	none	none	A man is playing a guitar.	A guy is playing an instrument.	3.800
3929	main-captions	MSRvid	2012test	0375	none	none	A little boy is vacuuming the floor.	A boy is vacuuming.	3.800
3930	main-captions	MSRvid	2012test	0381	none	none	A woman is applying eye liner to her eyelid using an eye pencil.	A woman is applying cosmetics to her eyelid.	3.800
3931	main-captions	MSRvid	2012test	0426	none	none	One man is breaking cement on another man's chest.	A man breaks cinder blocks on another man.	3.750
3932	main-captions	MSRvid	2012test	0453	none	none	A turtle walks over the ground.	A large turtle crawls in the grass.	3.750
3933	main-captions	MSRvid	2012train	0042	none	none	A person is peeling shrimp.	A man is peeling shrimp.	3.800
3934	main-captions	MSRvid	2012train	0285	none	none	Someone is pouring chicken broth into a pot.	The man is pouring broth into the pot.	3.750
3935	main-captions	MSRvid	2012train	0389	none	none	A person pours cooking oil into a pot.	A person is pouring olive oil into a pot on the stove.	3.800
3936	main-captions	MSRvid	2012train	0405	none	none	A child runs into and out of the ocean waves.	A young boy is running toward and from the ocean waves.	3.800
3937	main-captions	MSRvid	2012train	0436	none	none	A person is folding a square paper piece.	A person folds a piece of paper.	3.750
3938	main-captions	MSRvid	2012train	0655	none	none	The flag was moving in the air.	A flag is waving.	3.750
3939	main-captions	images	2014	0058	none	none	Red double decker bus driving down a street.	A red two story bus driving along the street.	3.8
3940	main-captions	images	2014	0187	none	none	Red double decker bus on side of street.	A red double decker bus on a crowded street.	3.8
3941	main-captions	images	2014	0471	none	none	A woman equestrian riding a horse.	The woman is riding on the brown horse.	3.8
3942	main-captions	images	2014	0474	none	none	Train going down the tracks.	A black steam train traveling on the railroad tracks.	3.8
3943	main-captions	images	2014	0669	none	none	A young blonde girl wearing a smile and a bicycle helmet.	A young girl wearing a bike helmet with a bicycle in the background.	3.8
3944	main-captions	images	2014	0701	none	none	A woman with a white horse.	A woman leading a white horse.	3.8
3945	main-captions	images	2015	0576	none	none	Two people in snowsuits laying in the snow making snow angels	Two children lying in the snow making snow angels	3.80
3946	main-captions	images	2015	1032	none	none	A person wearing scuba gear is swimming underwater water.	A person is scuba diving in very clear blue water.	3.80
3947	main-captions	track5.en-en	2017	0027	none	none	A sad man is jumping over a small stream to meet his companion on the other side.	A man is jumping over a stream to meet his companion on the other side.	3.800000
3948	main-forums	answers-forums	2015	0300	none	none	I wrap steaks individually in freezer paper, then put them into ziploc freezer bags.	Wrap well in plastic (individually) and then put in a freezer bag.	3.80
3949	main-forums	answers-forums	2015	0454	none	none	As others have said, "ten of six", though not used in many English speaking areas, would be understood as 5:50.	"Ten of six" probably means 5:50 but I have not heard it before.	3.80
3950	main-forums	answers-forums	2015	0700	none	none	This looks a lot like an invitation to a No True Scottsman argument.	I concur with @T.E.D; the question is a "no True Scotsman" bar bet.	3.80
3951	main-forums	answers-forums	2015	1001	none	none	You are safe to use the bottles as long as they have been properly sterilised.	I would say it's completely safe so long as the bottles have been adequately rinsed to remove any detergent residue.	3.80
3952	main-forums	answers-forums	2015	1201	none	none	I don't think that positivism is a position of mostly leftist philosophers.	I am not convinced that positivism is routinely asociated to a leftist ideology.	3.80
3953	main-forums	answers-forums	2015	1223	none	none	It's true that, under one understanding of "accessibility" and "determining", your accessibility relation is determined by your axioms.	Accessibility is determined by the axioms of the modal logic you're working within.	3.80
3954	main-forums	answers-forums	2015	1303	none	none	Fast Picture Viewer has an extensive pack for the low price of $9.99 and it appears to cover them all.	Fast Picture Viewer is $9.99 and works just fine on 64-bit Windows 7 (I'm using it myself).	3.80
3955	main-news	MSRpar	2012test	0022	none	none	Executive recruiters say that finding a seasoned chief merchandising officer will perhaps be the trickiest of all hires because there is such a dearth of good ones.	Executive recruiters say that finding a seasoned chief merchandising officer perhaps will be the trickiest of all hires.	3.750
3956	main-news	MSRpar	2012test	0086	none	none	"I started crying and yelling at him, 'What do you mean, what are you saying, why did you lie to me?'"	Gulping for air, I started crying and yelling at him, 'What do you mean?	3.800
3957	main-news	MSRpar	2012test	0104	none	none	North American markets finished mixed in directionless trading Monday as earnings season begins to slow and economic indicators move into the spotlight.	North American markets grabbed early gains Monday morning, as earnings season begins to slow and economic indicators take the spotlight.	3.800
3958	main-news	MSRpar	2012test	0111	none	none	"I know of no pressure," said Mr. Feith, the under secretary of defense for policy.	"I know of nobody who pressured anybody," Douglas Feith, undersecretary of defense for policy, said at a Pentagon briefing.	3.800
3959	main-news	MSRpar	2012test	0124	none	none	"She was crying and scared,' said Isa Yasin, the owner of the store.	"She was crying and she was really scared," said Yasin.	3.800
3960	main-news	MSRpar	2012test	0129	none	none	"Frank Quattrone is innocent," Keker said in a statement.	Quattrone lawyer John W. Keker said his client is innocent.	3.750
3961	main-news	MSRpar	2012test	0164	none	none	Singapore is already the United States' 12th-largest trading partner, with two-way trade totaling more than $34 billion.	Although a small city-state, Singapore is the 12th-largest trading partner of the United States, with trade volume of $33.4 billion last year.	3.800
3962	main-news	MSRpar	2012test	0309	none	none	Tenet has been under scrutiny since November, when former Chief Executive Jeffrey Barbakow said the company used aggressive pricing to trigger higher payments for the sickest Medicare patients.	In November, Jeffrey Brabakow, the chief executive at the time, said the company used aggressive pricing to get higher payments for the sickest Medicare patients.	3.750
3963	main-news	MSRpar	2012test	0403	none	none	Actor Noah Wyle, who has played Dr. John Carter since the shows inception in 1994, extended his contract with the show through the 2004-2005 season.	Noah Wyle, who has played Dr. John Carter since the series launched in 1994, has inked a one-year extension to his deal with producer Warner Bros. TV.	3.800
3964	main-news	MSRpar	2012test	0490	none	none	Investigators have meticulously looked into virtually every aspect of Campbell's personal and financial affairs, Campbell has acknowledged.	Investigators continue to probe virtually every aspect of Campbell's personal and financial affairs, the former mayor has said.	3.750
3965	main-news	MSRpar	2012test	0710	none	none	I've still got a fighting chance, though," Hewitt said after battling to overcome Davydenko 6-3 4-6 6-3 7-6 (7-5) on centre court.	"I'm still not red-hot favourite," Hewitt said after battling to down Davydenko 6-3 4-6 6-3 7-6 (7-5) on centre court.	3.750
3966	main-news	MSRpar	2012train	0332	none	none	Roy Moore, the suspended chief justice of the Alabama Supreme Court, stood accused but unrepentant Wednesday in the same courtroom he recently presided over.	Moore, the suspended chief justice of the Alabama Supreme Court, stands trial before the Alabama Court of the Judiciary.	3.800
3967	main-news	MSRpar	2012train	0478	none	none	"We're going to do everything in our power to get money back to ratepayers as quickly as possible," Kennedy said.	"There's very strong interest in getting money back to the ratepayers as quickly as possible," Commissioner Susan Kennedy said.	3.800
3968	main-news	MSRpar	2012train	0614	none	none	The governor is going to Jackson, where 13 of the state's 16 fatalities were reported.	The governor is going to Jackson, where 13 people were killed.	3.800
